,A,B,CCR_MOS,no_answers,answers
165,/home/jtorres/noisy_enhanced/noisy_speech/male_english_5_water_raining_3_snr_5_rms_-21_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_5_water_raining_3_snr_5_rms_-21_r_office.wav ,-0.7692307692307693,13,"[0, -1, -1, 0, -2, 0, -2, 0, 0, -1, -1, -1, -1]"
166,/home/jtorres/noisy_enhanced/noisy_speech/male_english_6_construction_noise_4_snr_0_rms_-31_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_6_construction_noise_4_snr_0_rms_-31_r_office.wav ,0.8125,16,"[1, 0, 1, 1, 2, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1]"
167,/home/jtorres/noisy_enhanced/noisy_speech/male_english_7_chairs_creaking_1_snr_15_rms_-33_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_7_chairs_creaking_1_snr_15_rms_-33_r_office.wav ,0.75,12,"[1, 0, 0, 1, 1, 1, 2, 1, 1, -1, 1, 1]"
168,/home/jtorres/noisy_enhanced/noisy_speech/male_english_8_chairs_creaking_1_snr_5_rms_-22_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_8_chairs_creaking_1_snr_5_rms_-22_r_lecture.wav ,0.8571428571428571,14,"[1, 2, 2, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, 2]"
169,/home/jtorres/noisy_enhanced/noisy_speech/male_english_9_people_snoring_4_snr_0_rms_-19_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_9_people_snoring_4_snr_0_rms_-19_r_lecture.wav ,1.2666666666666666,15,"[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]"
170,/home/jtorres/noisy_enhanced/noisy_speech/male_english_10_chairs_creaking_4_snr_0_rms_-34_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_10_chairs_creaking_4_snr_0_rms_-34_r_lecture.wav ,0.38461538461538464,13,"[1, 2, 0, 1, 0, 0, 0, 1, 0, 1, -1, 0, 0]"
171,/home/jtorres/noisy_enhanced/noisy_speech/male_english_11_people_munching_3_snr_15_rms_-34.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_11_people_munching_3_snr_15_rms_-34.wav ,1.2857142857142858,14,"[1, 2, 2, 1, 2, 1, 2, 2, -1, 2, 1, 1, 2, 0]"
172,/home/jtorres/noisy_enhanced/noisy_speech/male_english_12_doors_opening_2_snr_25_rms_-29.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_12_doors_opening_2_snr_25_rms_-29.wav ,0.5,14,"[0, 1, 2, 0, 1, 0, 2, 1, 1, 1, -1, 0, -1, 0]"
173,/home/jtorres/noisy_enhanced/noisy_speech/male_english_13_door_audio_4_snr_25_rms_-29.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_13_door_audio_4_snr_25_rms_-29.wav ,0.1111111111111111,9,"[0, 0, -1, 0, 0, 0, 1, 0, 1]"
174,/home/jtorres/noisy_enhanced/noisy_speech/male_english_14_baby_crying_2_snr_5_rms_-29.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_14_baby_crying_2_snr_5_rms_-29.wav ,1.0,16,"[1, 2, -1, 1, 1, 0, 1, 2, 1, 2, 1, 0, 1, 1, 2, 1]"
175,/home/jtorres/noisy_enhanced/noisy_speech/male_english_15_people_munching_4_snr_0_rms_-28.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_15_people_munching_4_snr_0_rms_-28.wav ,1.4285714285714286,14,"[1, 2, -1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1]"
176,/home/jtorres/noisy_enhanced/noisy_speech/male_english_16_dogs_barking_5_snr_-5_rms_-20.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_16_dogs_barking_5_snr_-5_rms_-20.wav ,1.0,16,"[2, 2, 1, 1, -1, 0, 1, 2, 2, -1, 2, 1, -1, 1, 2, 2]"
177,/home/jtorres/noisy_enhanced/noisy_speech/male_english_17_dogs_barking_4_snr_0_rms_-19.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_17_dogs_barking_4_snr_0_rms_-19.wav ,0.6923076923076923,13,"[1, 2, 1, 2, 1, 1, -2, 1, 1, -2, 1, 1, 1]"
178,/home/jtorres/noisy_enhanced/noisy_speech/male_english_18_chairs_creaking_5_snr_0_rms_-35.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_18_chairs_creaking_5_snr_0_rms_-35.wav ,0.5714285714285714,14,"[1, 1, 2, 2, 1, 1, 1, 2, -1, 2, -1, -2, -1, 0]"
179,/home/jtorres/noisy_enhanced/noisy_speech/male_english_19_water_running_3_snr_5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_19_water_running_3_snr_5_rms_-27.wav ,1.0,11,"[0, 1, 2, 2, 1, 0, 2, -1, 2, 1, 1]"
180,/home/jtorres/noisy_enhanced/noisy_speech/male_english_20_washing_machine_5_snr_5_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_20_washing_machine_5_snr_5_rms_-32.wav ,0.9090909090909091,11,"[1, 2, 1, 1, 1, -1, 2, -1, 1, 1, 2]"
181,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_1_water_running_2_snr_0_rms_-18_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_1_water_running_2_snr_0_rms_-18_r_meeting.wav ,0.5,16,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, -1, 1, 2]"
182,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_2_doors_opening_4_snr_-5_rms_-32_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_2_doors_opening_4_snr_-5_rms_-32_r_meeting.wav ,0.07692307692307693,13,"[1, -1, 1, 0, -1, 0, 0, 1, 1, -1, 0, 0, 0]"
183,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_3_dogs_barking_2_snr_-5_rms_-35_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_3_dogs_barking_2_snr_-5_rms_-35_r_meeting.wav ,1.4444444444444444,9,"[2, 1, 0, 2, 1, 2, 1, 2, 2]"
184,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_4_people_drinking_4_snr_25_rms_-23_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_4_people_drinking_4_snr_25_rms_-23_r_meeting.wav ,0.6428571428571429,14,"[1, 1, -1, 0, 1, 2, 2, 0, 2, 1, 1, 2, -2, -1]"
185,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_5_cats_meowing_3_snr_5_rms_-23_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_5_cats_meowing_3_snr_5_rms_-23_r_office.wav ,0.5833333333333334,12,"[1, 1, 1, 2, -1, -1, 0, 2, 1, 1, -1, 1]"
186,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_6_dogs_barking_2_snr_-5_rms_-25_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_6_dogs_barking_2_snr_-5_rms_-25_r_office.wav ,0.4,15,"[-1, 1, 0, 2, 1, 0, -1, 1, 1, 1, 0, 1, 2, 0, -2]"
187,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_7_can_opening_1_snr_0_rms_-29_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_7_can_opening_1_snr_0_rms_-29_r_office.wav ,0.3076923076923077,13,"[1, 1, 1, -1, 1, -1, 0, 1, 1, 0, 0, 2, -2]"
188,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_8_people_snoring_5_snr_25_rms_-17_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_8_people_snoring_5_snr_25_rms_-17_r_lecture.wav ,-0.5555555555555556,9,"[-1, -1, 1, -2, 0, -1, -1, -1, 1]"
189,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_9_can_opening_1_snr_15_rms_-27_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_9_can_opening_1_snr_15_rms_-27_r_lecture.wav ,0.2857142857142857,14,"[1, 0, 0, 0, 0, 1, 1, 1, 0, -1, 1, -1, 1, 0]"
190,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_10_baby_crying_5_snr_0_rms_-20_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_10_baby_crying_5_snr_0_rms_-20_r_lecture.wav ,0.375,16,"[-1, 0, -1, -1, 2, 1, 1, 0, 0, 1, 1, -1, 2, 1, -1, 2]"
191,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_11_dogs_barking_3_snr_-5_rms_-30.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_11_dogs_barking_3_snr_-5_rms_-30.wav ,1.2857142857142858,14,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1]"
192,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_12_washing_machine_2_snr_-5_rms_-30.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_12_washing_machine_2_snr_-5_rms_-30.wav ,-0.07142857142857142,14,"[-1, 1, 0, 1, 1, -1, 0, -1, 2, 0, -1, 0, -1, -1]"
193,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_13_people_snoring_5_snr_-5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_13_people_snoring_5_snr_-5_rms_-27.wav ,0.9285714285714286,14,"[1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, -2, 0, 0]"
194,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_14_water_running_4_snr_15_rms_-19.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_14_water_running_4_snr_15_rms_-19.wav ,0.7692307692307693,13,"[1, 1, -2, -1, 1, 2, 2, 2, 1, 1, 2, -1, 1]"
195,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_15_packet_of_crisps_opening_3_snr_-5_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_15_packet_of_crisps_opening_3_snr_-5_rms_-32.wav ,0.7857142857142857,14,"[2, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]"
196,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_16_washing_machine_3_snr_15_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_16_washing_machine_3_snr_15_rms_-32.wav ,0.4444444444444444,9,"[1, 0, 1, 1, -1, -2, 1, 2, 1]"
197,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_17_doors_opening_4_snr_-5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_17_doors_opening_4_snr_-5_rms_-27.wav ,0.6,15,"[1, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 1, 1, -1, 1]"
198,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_18_water_raining_4_snr_5_rms_-19.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_18_water_raining_4_snr_5_rms_-19.wav ,0.4666666666666667,15,"[2, -1, 1, 2, 1, 1, -1, 2, 1, -1, 0, 1, 1, -1, -1]"
199,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_19_people_munching_5_snr_25_rms_-33.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_19_people_munching_5_snr_25_rms_-33.wav ,1.1538461538461537,13,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
200,/home/jtorres/noisy_enhanced/noisy_speech/male_indian_20_doors_opening_3_snr_25_rms_-27.wav,/home/jtorres/noisy_enhanced/enhanced_speech/male_indian_20_doors_opening_3_snr_25_rms_-27.wav,0.3333333333333333,9,"[1, 0, -1, 1, -1, 1, 2, -1, 1]"
